Compound,Date,Negative,Neutral,Positive,Tweets Ago
-0.8402,Sat Feb 03 07:13:53 +0000 2018,0.357,0.643,0.0,193
-0.5106,Sat Feb 03 07:13:36 +0000 2018,0.136,0.864,0.0,194
0.0772,Sat Feb 03 07:13:36 +0000 2018,0.0,0.902,0.098,195
-0.5562,Sat Feb 03 07:13:02 +0000 2018,0.418,0.582,0.0,196
0.0,Sat Feb 03 07:11:28 +0000 2018,0.0,1.0,0.0,197
0.0,Sat Feb 03 07:11:26 +0000 2018,0.0,1.0,0.0,198
0.4019,Sat Feb 03 07:10:52 +0000 2018,0.0,0.87,0.13,199
0.0,Sat Feb 03 07:10:48 +0000 2018,0.0,1.0,0.0,200
-0.296,Sat Feb 03 08:55:46 +0000 2018,0.136,0.864,0.0,201
-0.296,Sat Feb 03 08:53:31 +0000 2018,0.145,0.855,0.0,202
-0.4215,Sat Feb 03 08:53:15 +0000 2018,0.109,0.845,0.046,203
0.6486,Sat Feb 03 08:48:37 +0000 2018,0.0,0.762,0.238,204
0.6486,Sat Feb 03 08:47:51 +0000 2018,0.0,0.762,0.238,205
0.7059,Sat Feb 03 08:43:54 +0000 2018,0.0,0.773,0.227,206
-0.5106,Sat Feb 03 08:43:38 +0000 2018,0.136,0.864,0.0,207
0.6249,Sat Feb 03 08:43:33 +0000 2018,0.0,0.683,0.317,208
0.0,Sat Feb 03 08:42:07 +0000 2018,0.0,1.0,0.0,209
-0.6408,Sat Feb 03 08:38:18 +0000 2018,0.19,0.81,0.0,210
0.3612,Sat Feb 03 08:36:58 +0000 2018,0.0,0.902,0.098,211
0.7059,Sat Feb 03 08:35:44 +0000 2018,0.0,0.754,0.246,212
-0.3071,Sat Feb 03 08:34:03 +0000 2018,0.111,0.889,0.0,213
0.6825,Sat Feb 03 08:33:24 +0000 2018,0.0,0.805,0.195,214
-0.5106,Sat Feb 03 08:33:23 +0000 2018,0.136,0.864,0.0,215
0.3612,Sat Feb 03 08:28:58 +0000 2018,0.0,0.872,0.128,216
0.0,Sat Feb 03 08:28:30 +0000 2018,0.0,1.0,0.0,217
0.0,Sat Feb 03 08:25:21 +0000 2018,0.0,1.0,0.0,218
-0.3725,Sat Feb 03 08:24:21 +0000 2018,0.169,0.721,0.11,219
0.8164,Sat Feb 03 08:24:01 +0000 2018,0.0,0.586,0.414,220
-0.5106,Sat Feb 03 08:20:36 +0000 2018,0.136,0.864,0.0,221
-0.296,Sat Feb 03 08:18:11 +0000 2018,0.104,0.896,0.0,222
0.0,Sat Feb 03 08:15:27 +0000 2018,0.0,1.0,0.0,223
0.0,Sat Feb 03 08:14:28 +0000 2018,0.0,1.0,0.0,224
0.0772,Sat Feb 03 08:13:35 +0000 2018,0.0,0.909,0.091,225
0.0,Sat Feb 03 08:12:44 +0000 2018,0.0,1.0,0.0,226
0.0,Sat Feb 03 08:11:02 +0000 2018,0.0,1.0,0.0,227
0.296,Sat Feb 03 08:08:56 +0000 2018,0.0,0.879,0.121,228
0.0,Sat Feb 03 08:07:09 +0000 2018,0.0,1.0,0.0,229
-0.5106,Sat Feb 03 08:05:47 +0000 2018,0.136,0.864,0.0,230
-0.296,Sat Feb 03 08:03:51 +0000 2018,0.145,0.855,0.0,231
0.0,Sat Feb 03 08:02:30 +0000 2018,0.0,1.0,0.0,232
