Compound,Date,Negative,Neutral,Positive,Tweets Ago
0.0,Sat Feb 03 08:58:26 +0000 2018,0.0,1.0,0.0,320
0.0,Sat Feb 03 08:58:25 +0000 2018,0.0,1.0,0.0,321
0.2023,Sat Feb 03 08:58:24 +0000 2018,0.092,0.78,0.128,322
0.0,Sat Feb 03 08:58:22 +0000 2018,0.0,1.0,0.0,323
0.0,Sat Feb 03 08:58:20 +0000 2018,0.0,1.0,0.0,324
0.0772,Sat Feb 03 08:58:18 +0000 2018,0.086,0.816,0.098,325
0.0,Sat Feb 03 08:58:18 +0000 2018,0.0,1.0,0.0,326
-0.4939,Sat Feb 03 08:58:17 +0000 2018,0.186,0.814,0.0,327
0.0,Sat Feb 03 08:58:15 +0000 2018,0.0,1.0,0.0,328
-0.5719,Sat Feb 03 08:58:14 +0000 2018,0.198,0.802,0.0,329
0.4199,Sat Feb 03 08:58:12 +0000 2018,0.0,0.859,0.141,330
-0.8016,Sat Feb 03 08:58:07 +0000 2018,0.297,0.703,0.0,331
0.0,Sat Feb 03 08:58:06 +0000 2018,0.0,1.0,0.0,332
0.4767,Sat Feb 03 08:58:03 +0000 2018,0.0,0.853,0.147,333
0.0,Sat Feb 03 08:58:01 +0000 2018,0.0,1.0,0.0,334
0.4019,Sat Feb 03 08:58:00 +0000 2018,0.0,0.891,0.109,335
0.0,Sat Feb 03 08:57:59 +0000 2018,0.0,1.0,0.0,336
0.4199,Sat Feb 03 08:57:58 +0000 2018,0.0,0.887,0.113,337
-0.3818,Sat Feb 03 08:57:57 +0000 2018,0.245,0.755,0.0,338
-0.516,Sat Feb 03 08:57:54 +0000 2018,0.235,0.669,0.096,339
0.0,Sat Feb 03 08:57:53 +0000 2018,0.0,1.0,0.0,340
